TransactionID,Date,ProductID,Type,SupplierID,Quantity,Promised_Delivery_Days,Actual_Delivery_Days
89,2025-04-03,103,Purchase,9,445,3,2
90,2025-02-06,108,Purchase,9,142,4,3
91,2025-02-01,112,Purchase,4,182,10,11
92,2025-04-29,103,Purchase,4,194,8,7
93,2025-04-25,113,Purchase,7,455,9,19
94,2025-09-17,103,Sale,0,339,0,0
95,2025-01-14,103,Purchase,5,100,8,9
96,2025-01-19,103,Sale,0,70,0,0
97,2025-03-23,110,Sale,0,320,0,0
98,2025-03-15,108,Purchase,10,416,8,8
99,2025-06-01,105,Sale,0,323,0,0
100,2025-07-23,106,Sale,0,317,0,0
101,2025-01-18,114,Purchase,9,111,6,5
102,2025-06-29,108,Purchase,2,488,10,9
103,2025-03-31,103,Sale,0,213,0,0
104,2026-01-01,111,Sale,0,176,0,0
105,2025-07-23,107,Purchase,4,334,9,8
106,2025-05-26,106,Sale,0,288,0,0
107,2025-12-28,113,Sale,0,256,0,0
108,2025-02-24,114,Sale,0,424,0,0
109,2025-05-16,115,Sale,0,497,0,0
110,2025-08-11,114,Purchase,10,485,10,9
111,2025-03-02,101,Sale,0,297,0,0
112,2025-10-14,107,Purchase,3,259,7,16
113,2025-12-08,108,Sale,0,239,0,0
114,2025-10-10,120,Sale,0,195,0,0
115,2025-05-15,109,Purchase,10,497,3,4
116,2025-08-04,107,Sale,0,14,0,0
117,2025-08-17,114,Purchase,1,254,8,8
118,2025-06-29,104,Sale,0,280,0,0
119,2025-10-13,114,Purchase,5,338,9,8
120,2025-03-23,106,Purchase,4,173,4,3
121,2025-04-10,105,Purchase,9,229,6,4
122,2025-10-22,111,Sale,0,451,0,0
123,2025-03-22,111,Sale,0,450,0,0
124,2025-05-20,110,Sale,0,459,0,0
125,2025-09-18,115,Sale,0,412,0,0
126,2025-01-27,111,Purchase,4,159,9,8
127,2025-11-29,102,Purchase,5,255,8,7
128,2025-02-26,119,Purchase,7,372,6,13
129,2025-02-02,116,Sale,0,471,0,0
130,2025-04-16,103,Purchase,5,355,10,9
131,2025-06-27,118,Purchase,6,329,4,2
132,2025-04-25,109,Sale,0,35,0,0
133,2025-04-11,110,Purchase,8,397,4,2
134,2025-08-04,113,Purchase,4,499,4,3
135,2025-06-09,117,Purchase,2,464,4,5
136,2025-01-23,113,Purchase,5,308,4,2
137,2025-03-27,102,Sale,0,338,0,0
138,2025-12-28,102,Purchase,6,14,9,9
139,2025-07-13,119,Purchase,3,82,9,17
140,2025-03-17,116,Purchase,6,122,9,10
141,2025-05-27,118,Sale,0,362,0,0
142,2025-11-09,118,Sale,0,24,0,0
143,2025-07-12,109,Sale,0,435,0,0
144,2025-04-09,110,Purchase,5,403,9,8
145,2025-11-09,117,Sale,0,466,0,0
146,2025-08-05,111,Sale,0,144,0,0
147,2025-06-04,115,Purchase,2,431,8,9
148,2026-01-01,116,Sale,0,408,0,0
149,2025-09-10,109,Sale,0,437,0,0
150,2025-03-09,107,Purchase,10,363,9,8
151,2025-01-05,104,Purchase,8,430,7,6
152,2025-03-06,111,Purchase,7,147,10,17
153,2025-11-07,103,Sale,0,389,0,0
154,2025-11-21,108,Purchase,1,337,4,4
155,2025-08-22,116,Purchase,5,332,4,2
156,2025-04-20,116,Sale,0,84,0,0
157,2025-01-20,111,Sale,0,93,0,0
158,2025-03-22,114,Sale,0,33,0,0
159,2025-01-18,108,Purchase,1,390,6,6
160,2025-01-05,113,Sale,0,414,0,0
161,2025-02-06,116,Sale,0,217,0,0
162,2025-09-18,112,Sale,0,382,0,0
163,2025-11-27,119,Sale,0,313,0,0
164,2025-02-18,113,Purchase,4,417,10,11
165,2025-01-05,102,Sale,0,170,0,0
166,2025-09-30,109,Purchase,2,484,3,4
167,2025-11-15,110,Purchase,2,292,4,5
168,2025-06-25,118,Purchase,5,79,4,4
169,2025-07-17,103,Sale,0,97,0,0
170,2025-08-20,112,Purchase,6,397,8,7
171,2025-02-13,113,Purchase,2,355,10,10
172,2025-01-12,120,Sale,0,123,0,0
173,2025-12-04,117,Purchase,6,367,5,4
174,2025-08-07,112,Sale,0,48,0,0
175,2025-02-09,104,Sale,0,47,0,0
176,2025-02-04,108,Purchase,4,285,8,7
177,2025-10-21,114,Purchase,7,50,9,18
178,2025-05-10,113,Sale,0,325,0,0
179,2025-08-12,117,Purchase,4,197,6,6
180,2025-12-11,116,Purchase,5,380,10,10
181,2025-07-28,114,Sale,0,279,0,0
182,2025-06-26,103,Sale,0,127,0,0
183,2025-06-15,107,Purchase,2,416,10,8
184,2025-09-17,110,Purchase,4,412,10,9
185,2025-08-23,109,Purchase,8,461,8,7
186,2025-02-16,120,Purchase,10,371,3,4
187,2025-01-16,112,Sale,0,301,0,0
188,2025-02-06,117,Sale,0,383,0,0
189,2025-11-27,115,Purchase,1,294,10,10
190,2025-05-06,114,Purchase,8,115,3,2
191,2025-05-15,105,Purchase,6,447,8,6
192,2025-06-08,113,Purchase,3,422,9,18
193,2025-03-17,104,Sale,0,444,0,0
194,2025-10-28,113,Sale,0,20,0,0
195,2025-11-25,116,Sale,0,379,0,0
196,2025-10-02,118,Sale,0,243,0,0
197,2025-04-19,115,Sale,0,463,0,0
198,2025-09-29,112,Sale,0,411,0,0
199,2025-11-16,117,Purchase,1,87,4,4
200,2025-05-11,116,Purchase,9,269,6,5
201,2025-05-29,105,Purchase,5,42,6,7
202,2025-08-16,110,Sale,0,393,0,0
203,2025-02-01,101,Purchase,7,140,6,11
204,2025-09-04,110,Sale,0,240,0,0
205,2025-03-16,119,Sale,0,352,0,0
206,2025-10-18,105,Sale,0,232,0,0
207,2025-05-31,106,Sale,0,458,0,0
208,2025-05-25,104,Purchase,8,392,5,4
209,2025-12-12,108,Sale,0,411,0,0
210,2025-02-19,111,Purchase,8,11,8,6
211,2025-05-18,109,Purchase,1,417,4,4
212,2025-05-10,115,Purchase,2,318,6,6
213,2025-11-02,118,Purchase,8,108,5,6
214,2025-08-30,102,Purchase,9,139,3,3
215,2025-12-25,110,Purchase,1,397,3,3
216,2025-03-22,102,Purchase,1,35,6,5
217,2025-12-27,120,Sale,0,13,0,0
218,2025-05-28,103,Purchase,8,426,7,7
219,2025-09-14,109,Sale,0,12,0,0
220,2025-01-13,106,Purchase,4,50,9,9
221,2025-04-09,114,Sale,0,49,0,0
222,2025-04-24,114,Purchase,1,69,6,7
223,2025-03-07,108,Sale,0,230,0,0
224,2025-06-07,115,Sale,0,165,0,0
225,2025-07-14,120,Purchase,9,454,6,5
226,2025-04-23,116,Purchase,6,304,5,5
227,2025-07-15,116,Purchase,8,329,7,8
228,2025-01-10,103,Purchase,8,397,3,4
229,2025-02-01,111,Purchase,5,345,5,3
230,2025-01-13,113,Purchase,8,426,7,7
231,2025-11-15,106,Sale,0,109,0,0
232,2025-09-24,119,Purchase,3,489,7,14
233,2025-08-28,114,Purchase,9,240,7,5
234,2025-12-28,113,Sale,0,15,0,0
235,2025-03-31,104,Sale,0,104,0,0
236,2025-05-19,116,Purchase,9,161,9,7
237,2025-07-19,113,Sale,0,352,0,0
238,2025-06-12,114,Sale,0,109,0,0
239,2025-06-03,109,Purchase,2,323,7,8
240,2025-11-29,101,Purchase,3,390,7,13
241,2025-04-17,109,Purchase,4,60,6,7
242,2025-08-09,107,Purchase,3,182,6,12
243,2025-12-30,109,Sale,0,427,0,0
244,2025-12-26,116,Purchase,10,173,10,8
245,2025-03-06,102,Purchase,1,313,9,10
246,2025-08-01,118,Purchase,5,177,8,6
247,2025-09-26,103,Sale,0,424,0,0
248,2025-07-16,103,Purchase,9,218,5,6
249,2025-10-30,108,Sale,0,59,0,0
250,2025-12-10,119,Sale,0,121,0,0
251,2025-06-07,115,Purchase,4,199,5,3
252,2025-10-07,119,Sale,0,170,0,0
253,2025-05-27,108,Purchase,7,334,9,13
254,2025-09-18,110,Purchase,1,259,10,11
255,2025-10-20,115,Sale,0,357,0,0
256,2025-12-01,109,Purchase,6,432,3,4
257,2025-05-19,104,Sale,0,285,0,0
258,2025-07-20,104,Purchase,7,178,7,13
259,2025-08-29,116,Sale,0,212,0,0
260,2025-05-28,103,Purchase,5,236,3,3
261,2025-09-27,102,Sale,0,367,0,0
262,2025-01-18,114,Purchase,10,42,7,6
263,2025-04-23,113,Purchase,3,481,4,14
264,2025-09-29,118,Purchase,4,405,6,5
265,2025-01-05,115,Purchase,1,225,8,8
266,2025-01-01,104,Sale,0,22,0,0
267,2025-03-22,105,Sale,0,264,0,0
268,2025-11-19,106,Sale,0,189,0,0
269,2025-10-08,101,Sale,0,310,0,0
270,2025-11-15,114,Sale,0,416,0,0
271,2025-10-09,106,Purchase,5,330,9,9
272,2025-06-01,106,Purchase,1,443,3,1
273,2025-02-25,117,Purchase,3,244,6,10
274,2025-02-06,103,Sale,0,416,0,0
275,2025-03-03,110,Purchase,4,49,8,9
276,2025-03-19,107,Purchase,2,96,8,8
277,2025-05-17,105,Sale,0,260,0,0
278,2025-12-19,105,Sale,0,485,0,0
279,2025-12-28,102,Sale,0,446,0,0
280,2025-06-14,110,Purchase,3,36,4,9
281,2025-11-08,111,Sale,0,80,0,0
282,2025-07-29,119,Purchase,4,417,6,5
283,2025-11-21,119,Purchase,6,460,10,10
284,2025-03-11,115,Sale,0,415,0,0
285,2025-06-27,106,Purchase,5,363,6,7
286,2025-10-21,109,Purchase,5,456,4,2
287,2025-10-26,102,Sale,0,68,0,0
288,2025-10-31,104,Purchase,7,248,4,11
289,2025-06-19,103,Purchase,9,476,8,8
290,2025-12-07,113,Sale,0,309,0,0
291,2025-10-09,117,Purchase,6,449,5,5
292,2025-01-13,111,Sale,0,422,0,0
293,2025-04-21,105,Sale,0,241,0,0
294,2025-01-06,106,Purchase,4,45,6,5
295,2025-10-14,106,Purchase,7,75,3,10
296,2025-06-28,104,Sale,0,488,0,0
297,2025-07-04,112,Sale,0,432,0,0
298,2025-10-18,110,Purchase,6,46,4,3
299,2025-01-14,116,Sale,0,15,0,0
300,2025-06-18,102,Sale,0,231,0,0
301,2025-09-26,104,Purchase,6,216,6,5
302,2025-05-26,120,Sale,0,162,0,0
303,2025-11-14,103,Sale,0,345,0,0
304,2025-02-11,117,Purchase,1,355,7,5
305,2025-10-28,114,Purchase,8,65,6,6
306,2025-12-20,115,Purchase,7,402,5,12
307,2025-12-03,112,Sale,0,379,0,0
308,2025-07-02,120,Purchase,6,187,8,7
309,2025-09-11,104,Purchase,1,445,8,8
310,2025-05-28,119,Sale,0,275,0,0
311,2025-10-19,102,Purchase,9,390,9,8
312,2025-04-17,111,Purchase,4,13,7,6
313,2025-01-14,118,Purchase,1,38,10,8
314,2025-05-25,103,Purchase,1,53,3,4
315,2025-11-22,108,Sale,0,306,0,0
316,2025-01-13,106,Purchase,6,55,6,4
317,2025-06-07,107,Sale,0,497,0,0
318,2025-08-10,111,Sale,0,82,0,0
319,2025-11-05,102,Sale,0,393,0,0
320,2025-12-15,114,Purchase,8,436,7,5
321,2025-10-26,103,Purchase,5,130,10,11
322,2025-11-26,107,Sale,0,260,0,0
323,2025-09-19,108,Sale,0,495,0,0
324,2025-11-29,113,Purchase,3,255,6,12
325,2025-04-04,116,Purchase,4,431,9,10
326,2025-09-25,120,Sale,0,464,0,0
327,2025-10-30,104,Sale,0,275,0,0
328,2025-09-23,111,Purchase,2,36,9,9
329,2025-02-16,105,Purchase,6,453,3,4
330,2025-07-30,117,Purchase,2,151,7,7
331,2025-03-11,105,Sale,0,165,0,0
332,2025-01-26,106,Purchase,2,127,10,9
333,2025-09-03,113,Sale,0,396,0,0
334,2025-05-07,116,Purchase,8,218,8,6
335,2025-01-28,120,Purchase,10,493,7,8
336,2025-04-08,120,Purchase,10,220,9,7
337,2025-05-05,101,Sale,0,451,0,0
338,2025-07-02,104,Purchase,2,199,6,6
339,2025-08-18,109,Purchase,6,178,7,5
340,2025-09-03,103,Purchase,8,405,4,4
341,2025-08-27,114,Purchase,2,21,4,2
342,2025-10-07,117,Sale,0,452,0,0
343,2025-03-12,106,Purchase,1,359,10,9
344,2025-01-23,103,Purchase,6,373,5,5
345,2025-01-21,117,Purchase,1,95,10,8
346,2025-04-01,120,Sale,0,116,0,0
347,2025-07-20,111,Purchase,9,216,5,4
348,2025-10-10,108,Purchase,10,295,8,8
349,2025-01-11,109,Sale,0,317,0,0
350,2025-08-07,101,Purchase,1,399,8,9
351,2025-05-15,106,Purchase,8,101,3,3
352,2025-12-16,117,Sale,0,404,0,0
353,2025-06-23,106,Sale,0,232,0,0
354,2025-11-21,109,Purchase,1,471,6,5
355,2025-11-08,113,Sale,0,11,0,0
356,2025-02-12,116,Purchase,2,83,7,6
357,2025-05-11,117,Sale,0,128,0,0
358,2025-06-07,109,Purchase,7,308,3,8
359,2025-05-14,102,Sale,0,500,0,0
360,2025-11-16,103,Sale,0,298,0,0
361,2025-08-23,102,Purchase,4,462,8,8
362,2025-09-07,116,Sale,0,411,0,0
363,2025-06-17,101,Sale,0,365,0,0
364,2025-01-04,106,Purchase,2,451,8,6
365,2025-04-23,118,Sale,0,374,0,0
366,2025-06-10,110,Sale,0,368,0,0
367,2025-12-20,112,Purchase,4,224,8,7
368,2025-12-16,109,Sale,0,381,0,0
369,2025-04-18,118,Sale,0,265,0,0
370,2025-02-16,101,Purchase,7,97,8,13
371,2025-07-31,113,Purchase,9,39,5,4
372,2025-06-15,107,Sale,0,140,0,0
373,2025-03-18,115,Purchase,3,51,3,12
374,2025-12-15,109,Purchase,7,425,8,15
375,2025-01-15,115,Sale,0,404,0,0
376,2025-11-27,116,Purchase,7,119,3,12
377,2025-03-20,111,Sale,0,482,0,0
378,2025-10-19,120,Purchase,10,26,7,6
379,2025-03-29,103,Purchase,1,245,6,6
380,2025-01-04,103,Purchase,7,457,6,12
381,2025-01-10,117,Purchase,2,115,7,6
382,2025-12-27,104,Purchase,5,368,5,6
383,2025-03-02,120,Purchase,1,149,7,5
384,2025-11-06,118,Purchase,9,45,10,10
385,2025-05-21,116,Sale,0,460,0,0
386,2025-01-14,120,Purchase,9,200,6,5
387,2025-04-09,105,Purchase,5,136,5,6
388,2025-03-18,116,Purchase,5,25,5,3
389,2025-09-11,108,Sale,0,280,0,0
390,2025-03-18,120,Sale,0,400,0,0
391,2025-12-24,102,Purchase,8,177,3,1
392,2025-10-13,112,Sale,0,308,0,0
393,2025-08-22,115,Sale,0,291,0,0
394,2025-05-29,103,Purchase,3,372,4,14
395,2025-03-23,120,Purchase,1,450,3,1
396,2025-12-25,106,Purchase,4,205,9,8
397,2025-02-05,119,Purchase,3,480,3,10
398,2025-02-19,110,Purchase,7,451,3,8
399,2025-02-09,120,Purchase,1,387,6,7
400,2025-03-08,117,Sale,0,247,0,0
401,2025-12-02,108,Purchase,6,370,6,7
402,2025-12-01,112,Sale,0,341,0,0
403,2025-06-27,115,Purchase,1,472,10,10
404,2025-12-16,101,Purchase,5,70,7,6
405,2025-07-08,118,Purchase,6,466,5,6
406,2025-04-19,101,Purchase,7,60,6,11
407,2025-08-28,110,Purchase,6,191,5,3
408,2025-06-14,103,Sale,0,477,0,0
409,2025-02-03,106,Purchase,10,115,8,9
410,2025-10-14,104,Purchase,5,326,4,4
411,2025-10-13,119,Sale,0,251,0,0
412,2025-05-15,108,Purchase,1,410,6,4
413,2025-01-22,112,Purchase,6,120,3,4
414,2025-03-31,117,Purchase,4,401,4,2
415,2025-10-05,103,Purchase,7,262,5,11
416,2025-01-06,109,Sale,0,460,0,0
417,2026-01-01,104,Purchase,2,316,4,2
418,2025-09-29,110,Purchase,2,454,7,7
419,2025-12-06,111,Sale,0,257,0,0
420,2025-04-12,105,Purchase,10,403,3,2
421,2025-02-27,111,Sale,0,234,0,0
422,2025-04-11,102,Purchase,6,261,6,5
423,2025-01-15,114,Sale,0,448,0,0
424,2025-04-08,105,Sale,0,135,0,0
425,2025-02-27,107,Purchase,6,359,6,5
426,2025-06-26,120,Sale,0,199,0,0
427,2025-03-04,116,Purchase,3,283,4,14
428,2025-08-03,117,Purchase,3,113,9,15
429,2025-07-18,112,Purchase,8,175,10,8
430,2025-04-01,114,Purchase,1,382,9,9
431,2025-01-31,102,Sale,0,151,0,0
432,2025-01-10,106,Sale,0,12,0,0
433,2025-04-15,119,Sale,0,254,0,0
434,2025-05-26,120,Sale,0,337,0,0
435,2025-12-07,111,Purchase,8,147,3,4
436,2025-08-19,110,Sale,0,26,0,0
437,2025-07-31,118,Sale,0,154,0,0
438,2025-07-03,120,Purchase,1,220,7,7
439,2025-03-21,101,Purchase,8,49,3,3
440,2025-03-05,111,Purchase,6,60,4,5
441,2025-06-14,101,Sale,0,311,0,0
442,2025-07-09,101,Purchase,2,337,5,3
443,2025-01-22,106,Purchase,3,41,9,14
444,2025-05-04,102,Sale,0,50,0,0
445,2025-09-04,108,Sale,0,335,0,0
446,2025-07-07,101,Purchase,7,170,7,17
447,2025-09-27,117,Purchase,3,327,5,12
448,2025-05-31,120,Purchase,8,490,7,5
449,2025-05-22,112,Purchase,4,165,7,7
450,2025-08-14,115,Purchase,5,345,7,6
451,2025-06-21,106,Purchase,10,254,4,4
452,2025-03-12,103,Purchase,3,28,10,19
453,2025-01-19,102,Sale,0,484,0,0
454,2025-01-20,119,Purchase,2,247,10,8
455,2025-12-15,114,Purchase,3,83,10,15
456,2025-02-10,118,Sale,0,441,0,0
457,2025-10-10,112,Sale,0,282,0,0
458,2025-02-01,105,Sale,0,162,0,0
459,2025-05-26,101,Purchase,1,385,4,3
460,2025-09-05,107,Purchase,9,179,8,7
461,2025-12-20,117,Purchase,7,465,8,17
462,2025-08-17,115,Sale,0,427,0,0
463,2025-08-10,101,Purchase,9,125,8,7
464,2025-03-19,103,Sale,0,182,0,0
465,2025-01-31,114,Purchase,3,412,5,12
466,2025-05-13,115,Purchase,8,416,8,6
467,2025-04-23,105,Purchase,8,401,4,2
468,2025-07-01,114,Sale,0,332,0,0
469,2025-07-18,108,Sale,0,475,0,0
470,2025-05-02,111,Purchase,3,332,6,15
471,2025-06-15,112,Sale,0,268,0,0
472,2025-09-29,102,Sale,0,478,0,0
473,2025-01-02,102,Purchase,4,171,9,7
474,2025-09-18,108,Sale,0,277,0,0
475,2025-01-04,105,Sale,0,375,0,0
476,2025-06-23,103,Purchase,7,58,4,9
477,2025-03-27,107,Sale,0,413,0,0
478,2025-12-12,115,Sale,0,150,0,0
479,2025-11-19,116,Sale,0,378,0,0
480,2025-12-13,114,Purchase,1,446,7,8
481,2025-08-27,120,Purchase,2,167,9,8
482,2025-07-06,114,Purchase,3,413,9,19
483,2025-09-08,117,Sale,0,497,0,0
484,2025-10-05,108,Sale,0,164,0,0
485,2025-09-27,109,Sale,0,353,0,0
486,2025-11-20,115,Purchase,4,127,9,9
487,2025-07-23,105,Sale,0,90,0,0
488,2025-02-24,105,Sale,0,119,0,0
489,2025-07-20,108,Sale,0,92,0,0
490,2025-05-13,113,Sale,0,188,0,0
491,2025-07-12,103,Purchase,9,296,8,9
492,2025-01-11,115,Purchase,8,163,9,7
493,2025-01-08,108,Sale,0,383,0,0
494,2025-01-14,116,Purchase,6,53,8,6
495,2025-03-17,111,Purchase,9,221,10,10
496,2025-01-17,120,Purchase,7,153,6,15
497,2025-12-01,104,Purchase,9,308,10,8
498,2025-07-17,102,Sale,0,395,0,0
499,2025-05-04,115,Sale,0,277,0,0
500,2025-12-22,116,Sale,0,127,0,0
501,2025-08-29,105,Purchase,7,177,3,11
502,2025-01-24,117,Sale,0,144,0,0
503,2025-05-21,113,Sale,0,329,0,0
504,2025-08-05,109,Purchase,3,64,8,18
505,2025-03-29,111,Purchase,3,458,6,11
506,2025-11-01,116,Sale,0,125,0,0
507,2025-04-20,102,Purchase,6,352,6,4
508,2025-08-20,102,Purchase,3,34,6,15
509,2025-12-23,102,Sale,0,446,0,0
510,2025-04-10,117,Purchase,1,463,6,4
511,2025-09-19,101,Purchase,6,272,3,2
512,2025-05-07,103,Sale,0,202,0,0
513,2025-10-21,110,Purchase,7,389,7,13
514,2025-02-08,110,Sale,0,21,0,0
515,2025-05-11,103,Purchase,3,102,3,13
516,2025-06-26,109,Purchase,10,349,6,7
517,2025-02-17,113,Sale,0,224,0,0
518,2025-04-29,105,Purchase,1,486,6,6
519,2025-09-30,118,Purchase,4,365,4,2
520,2025-03-24,101,Purchase,8,386,9,10
521,2025-07-07,116,Sale,0,102,0,0
522,2025-09-22,115,Sale,0,58,0,0
523,2025-05-25,118,Sale,0,414,0,0
524,2025-11-01,105,Purchase,10,150,8,8
525,2025-03-14,104,Purchase,5,466,10,9
526,2025-09-08,112,Purchase,10,90,7,6
527,2025-06-24,105,Purchase,1,168,3,4
528,2025-07-10,103,Sale,0,411,0,0
529,2025-05-03,114,Purchase,8,320,9,7
530,2025-03-30,110,Sale,0,289,0,0
531,2025-06-13,116,Sale,0,440,0,0
532,2025-08-06,111,Purchase,7,98,10,17
533,2025-11-04,110,Sale,0,410,0,0
534,2025-02-25,118,Sale,0,132,0,0
535,2025-11-29,118,Purchase,2,68,3,3
536,2025-12-22,119,Purchase,8,190,6,6
537,2025-09-20,102,Sale,0,36,0,0
538,2025-09-24,117,Purchase,7,43,9,16
539,2025-07-18,116,Sale,0,373,0,0
540,2025-06-19,109,Sale,0,313,0,0
541,2025-05-08,117,Sale,0,166,0,0
542,2025-03-20,108,Purchase,6,350,3,4
543,2025-09-20,107,Purchase,8,67,6,6
544,2025-11-02,119,Purchase,8,404,8,7
545,2025-07-09,109,Purchase,4,144,5,5
546,2025-06-29,112,Purchase,9,28,8,7
547,2025-06-19,105,Purchase,5,263,9,7
548,2025-05-18,117,Sale,0,337,0,0
549,2025-02-19,110,Sale,0,405,0,0
550,2025-10-15,101,Purchase,8,118,7,8
551,2025-06-24,101,Sale,0,345,0,0
552,2025-10-02,102,Purchase,3,379,4,8
553,2025-12-31,108,Sale,0,131,0,0
554,2025-06-22,116,Purchase,1,160,4,5
555,2025-05-14,115,Purchase,10,454,4,3
556,2025-04-19,106,Purchase,7,422,9,17
557,2025-04-26,108,Sale,0,148,0,0
558,2025-11-14,115,Sale,0,358,0,0
559,2025-12-27,113,Sale,0,447,0,0
560,2025-07-21,111,Sale,0,296,0,0
561,2025-05-26,101,Purchase,2,224,7,5
562,2025-03-07,120,Sale,0,292,0,0
563,2025-11-03,107,Sale,0,222,0,0
564,2025-07-22,106,Purchase,3,353,8,17
565,2025-11-04,110,Sale,0,67,0,0
566,2025-09-07,104,Sale,0,19,0,0
567,2025-11-04,102,Sale,0,77,0,0
568,2025-01-23,104,Purchase,10,477,6,6
569,2025-06-24,110,Sale,0,195,0,0
570,2025-07-03,115,Purchase,9,296,7,5
571,2025-04-27,113,Sale,0,461,0,0
572,2025-09-30,112,Sale,0,276,0,0
573,2025-05-22,114,Sale,0,178,0,0
574,2025-06-20,107,Purchase,3,85,5,11
575,2025-06-16,119,Purchase,5,289,10,11
576,2025-08-31,112,Purchase,9,28,4,5
577,2025-02-07,101,Sale,0,134,0,0
578,2025-11-30,112,Purchase,3,257,8,13
579,2025-04-24,120,Sale,0,359,0,0
580,2025-09-11,102,Purchase,7,344,8,17
581,2025-01-30,117,Purchase,10,129,6,5
582,2025-06-30,119,Sale,0,444,0,0
583,2025-06-14,111,Purchase,1,296,5,5
584,2025-06-18,101,Sale,0,221,0,0
585,2025-05-19,102,Sale,0,80,0,0
586,2025-06-22,107,Purchase,7,328,7,15
587,2025-01-15,110,Sale,0,426,0,0
588,2025-05-15,116,Sale,0,39,0,0
589,2025-09-05,110,Sale,0,422,0,0
590,2025-02-11,115,Sale,0,270,0,0
